name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;364;0;824;3045;1194;3045;1057;0
header;194;116;194;151;1798;151;1798;116
A;989;191;989;218;1011;218;1011;191
A;890;1011;890;1013;891;1013;891;1011
A;1068;1253;1068;1297;1098;1297;1098;1253
C;947;1356;947;1377;965;1377;965;1356
A;839;1706;839;1706;839;1706;839;1706
A;1142;1924;1142;1925;1142;1925;1142;1924
A;745;2227;745;2270;776;2270;776;2227
D;785;2227;785;2271;819;2271;819;2227
B;998;2227;998;2269;1027;2269;1027;2227
A;1158;2286;1158;2288;1160;2288;1160;2286
B;978;2508;978;2535;1000;2535;1000;2508
